,age,gender,education,experience_prog,experience_ml,industry,team_size,salary,country_group,company_size_g,role_group,programming_lang_c,salary_avg
5762,1,0,0,3,0,1,5,0,2,1,0,1,500.0
5763,2,0,4,0,2,3,1,0,2,2,1,2,500.0
5764,2,0,4,0,0,9,5,17,2,0,2,2,6250.0
5765,3,0,4,0,0,7,5,15,2,1,1,2,4500.0
5766,7,0,1,0,0,0,1,0,2,0,0,2,500.0
5767,2,0,4,0,0,3,3,2,2,1,0,3,12500.0
5768,9,0,1,2,0,0,4,13,2,0,2,2,35000.0
5769,0,2,0,0,8,0,0,0,1,2,2,4,500.0
5770,7,0,3,2,8,16,1,7,2,2,3,3,2500.0
5771,0,0,0,0,8,16,0,0,2,2,1,2,500.0
5772,5,0,4,1,8,3,1,20,1,0,3,1,65000.0
5773,2,0,4,5,8,5,6,15,2,0,0,2,4500.0
5774,6,2,1,4,7,0,1,15,1,1,2,7,4500.0
5775,3,0,4,4,4,8,4,16,2,0,2,3,45000.0
5776,1,0,0,0,0,15,1,0,2,2,1,4,500.0
5777,4,0,0,4,8,0,0,21,2,2,1,3,75000.0
5778,4,0,1,4,7,0,0,15,0,0,2,2,4500.0
5779,1,0,4,3,4,8,1,1,1,0,0,3,1500.0
5780,6,0,1,1,5,0,6,16,2,0,0,5,45000.0
5781,2,2,0,0,8,10,1,16,2,2,1,1,45000.0
5782,4,2,1,1,4,0,2,8,3,0,2,3,22500.0
5783,4,0,4,5,0,15,0,8,2,0,3,3,22500.0
5784,3,0,4,4,6,3,4,18,3,0,0,4,55000.0
5785,2,0,0,3,8,3,6,15,2,1,1,7,4500.0
5786,6,0,4,2,5,1,4,6,3,0,1,6,175000.0
5787,1,0,0,0,0,3,5,18,0,1,2,3,55000.0
5788,2,2,0,3,5,0,4,0,2,0,2,3,500.0
5789,9,0,4,2,4,2,4,6,3,0,2,2,175000.0
5790,6,0,4,1,8,0,1,24,2,1,1,6,95000.0
5791,0,0,0,5,7,15,0,0,2,2,0,2,500.0
5792,7,2,4,1,2,1,6,16,0,0,1,4,45000.0
5793,2,0,4,3,0,0,0,0,1,2,3,3,500.0
5794,2,0,4,0,8,3,1,1,1,2,2,4,1500.0
5795,1,0,0,5,0,3,1,1,2,2,1,3,1500.0
5796,1,1,6,5,7,3,4,16,3,0,3,3,45000.0
5797,4,0,4,1,8,7,1,16,1,0,1,3,45000.0
5798,2,2,4,3,0,1,4,8,1,0,1,1,22500.0
5799,5,0,4,3,2,0,4,3,2,0,2,4,112500.0
5800,3,2,4,4,6,12,5,21,1,1,0,3,75000.0
5801,7,0,0,3,8,4,0,5,2,2,3,3,17500.0
5802,8,0,4,2,0,4,0,15,1,0,1,1,4500.0
5803,2,0,4,3,8,3,6,1,1,1,2,2,1500.0
5804,1,0,4,0,0,16,5,17,1,0,2,2,6250.0
5805,6,0,1,2,1,1,6,9,0,0,2,5,225000.0
5806,0,0,0,5,7,3,0,0,1,2,1,1,500.0
5807,2,0,0,5,8,0,0,0,2,2,2,2,500.0
5808,4,0,4,5,7,3,4,16,0,0,0,1,45000.0
5809,2,0,4,5,7,0,0,0,2,0,3,1,500.0
5810,2,0,4,0,2,12,5,10,2,2,1,1,27500.0
5811,5,0,4,4,2,0,0,7,0,2,3,3,2500.0
5812,3,0,4,3,5,3,2,5,1,0,2,1,17500.0
5813,2,0,6,3,2,0,4,1,2,0,0,3,1500.0
5814,3,0,6,3,8,11,5,5,0,1,1,1,17500.0
5815,1,0,0,0,0,3,4,15,1,0,1,2,4500.0
5816,5,0,4,3,8,0,4,2,2,0,2,2,12500.0
5817,0,2,0,0,2,10,6,0,1,0,1,4,500.0
5818,2,2,0,0,7,9,0,0,1,0,1,5,500.0
5819,0,0,0,0,8,11,0,1,1,0,1,2,1500.0
5820,1,0,4,0,0,3,4,23,3,0,0,2,85000.0
5821,1,2,0,5,0,3,4,0,1,1,0,5,500.0
5822,2,1,6,4,0,15,2,10,2,2,0,5,27500.0
5823,3,0,1,1,1,3,4,13,1,0,0,3,35000.0
5824,4,0,4,1,2,14,3,16,1,0,1,2,45000.0
5825,1,0,0,5,8,8,5,7,1,0,3,3,2500.0
5826,6,0,4,5,8,3,4,3,1,0,0,1,112500.0
5827,5,2,4,3,7,0,5,21,3,1,0,2,75000.0
5828,4,2,2,5,7,0,0,5,0,2,1,3,17500.0
5829,1,0,4,3,2,0,4,5,2,0,2,4,17500.0
5830,2,0,1,5,8,3,0,16,2,2,2,1,45000.0
5831,2,0,4,3,8,3,6,22,0,1,2,3,8750.0
5832,2,0,4,0,8,15,0,0,0,2,1,1,500.0
5833,2,0,4,3,2,16,4,13,0,0,2,2,35000.0
5834,2,2,0,5,0,3,5,22,1,2,2,2,8750.0
5835,0,2,6,0,8,3,0,0,1,1,1,4,500.0
5836,2,0,1,3,2,8,6,10,0,0,2,1,27500.0
5837,4,2,0,5,8,15,0,0,1,2,0,5,500.0
5838,2,0,6,5,7,4,1,0,2,0,0,2,500.0
5839,3,0,0,4,8,3,4,1,1,0,0,5,1500.0
5840,5,0,4,3,8,0,0,18,0,0,0,2,55000.0
5841,0,0,4,5,7,15,0,0,1,2,2,2,500.0
5842,5,0,4,0,0,15,0,7,2,2,2,4,2500.0
5843,9,0,6,2,0,16,5,22,2,0,1,6,8750.0
5844,3,2,4,0,8,3,1,0,2,2,2,4,500.0
5845,6,0,1,4,6,10,4,12,2,0,1,8,3500.0
5846,5,0,4,1,5,5,0,21,0,0,0,3,75000.0
5847,1,0,0,0,0,13,1,0,2,2,0,2,500.0
5848,7,0,4,2,7,3,0,3,2,2,1,4,112500.0
5849,7,0,4,3,8,3,4,13,2,0,0,2,35000.0
5850,1,0,4,5,8,3,0,1,1,2,2,3,1500.0
5851,2,0,1,0,0,1,5,8,0,2,2,2,22500.0
5852,2,0,0,4,4,6,5,16,2,1,0,4,45000.0
5853,1,0,0,0,2,13,1,1,2,2,2,2,1500.0
5854,2,0,4,0,0,6,2,1,2,0,1,1,1500.0
5855,0,0,0,0,8,0,5,0,0,0,2,3,500.0
5856,1,0,4,4,8,3,3,17,1,0,3,5,6250.0
5857,2,0,4,5,8,3,4,15,1,0,2,3,4500.0
5858,6,0,4,2,8,1,4,18,0,0,1,6,55000.0
5859,0,0,4,0,8,11,2,17,0,1,1,4,6250.0
5860,7,0,0,2,0,3,1,3,3,0,3,2,112500.0
5861,8,0,1,2,3,11,6,9,3,0,2,1,225000.0
5862,3,0,1,5,8,0,1,0,1,2,2,1,500.0
5863,6,0,6,3,8,7,5,0,0,0,0,3,500.0
5864,7,0,4,2,5,1,0,16,0,0,1,2,45000.0
5865,7,0,0,5,7,8,0,2,2,0,3,1,12500.0
5866,3,0,0,5,8,3,5,1,2,2,0,1,1500.0
5867,1,1,4,3,8,3,1,0,2,2,1,3,500.0
5868,3,0,4,5,8,3,1,0,1,0,1,4,500.0
5869,2,0,4,3,8,1,6,3,3,0,2,3,112500.0
5870,2,0,4,0,0,7,4,13,1,0,0,3,35000.0
5871,5,2,5,1,5,15,4,10,0,2,2,2,27500.0
5872,7,0,1,4,2,0,5,20,1,1,3,2,65000.0
5873,9,0,0,4,8,5,1,16,3,0,1,3,45000.0
5874,6,0,4,1,8,0,6,24,3,0,1,2,95000.0
5875,1,0,0,3,0,3,1,0,2,1,2,6,500.0
5876,2,0,4,4,7,3,2,5,1,0,0,3,17500.0
5877,2,2,4,4,5,0,0,0,1,0,3,4,500.0
5878,5,0,0,3,8,1,4,13,1,0,0,1,35000.0
5879,0,0,2,0,7,16,0,0,2,2,3,1,500.0
5880,0,2,6,5,8,8,1,0,2,2,1,3,500.0
5881,0,0,4,5,8,11,6,0,1,2,2,3,500.0
5882,6,0,4,4,7,16,1,2,2,2,0,3,12500.0
5883,6,0,4,2,6,14,6,6,3,1,0,6,175000.0
5884,2,2,6,5,8,8,0,2,2,1,3,2,12500.0
5885,1,0,0,5,8,0,0,0,2,2,1,2,500.0
5886,1,2,4,5,8,0,2,0,2,0,3,2,500.0
5887,5,0,4,2,0,1,6,8,2,0,1,4,22500.0
5888,1,0,4,3,2,0,4,15,2,1,2,3,4500.0
5889,7,0,0,1,8,4,5,16,0,0,1,3,45000.0
5890,9,0,1,2,8,5,3,23,0,0,2,3,85000.0
5891,1,0,4,0,2,12,1,18,0,2,1,3,55000.0
5892,4,0,1,4,2,0,6,17,2,1,0,3,6250.0
5893,2,0,0,3,7,3,0,0,1,0,1,3,500.0
5894,3,0,4,3,4,3,6,18,2,0,2,1,55000.0
5895,3,0,0,3,8,10,4,14,1,0,0,1,400000.0
5896,3,0,0,4,4,3,4,22,2,0,1,3,8750.0
5897,4,0,4,3,8,16,0,18,2,0,3,2,55000.0
5898,3,0,4,0,0,5,5,22,2,0,2,6,8750.0
5899,6,1,1,1,0,0,5,1,2,2,0,1,1500.0
5900,3,0,1,4,8,0,3,5,2,0,2,1,17500.0
5901,0,0,6,0,0,0,6,0,1,2,2,5,500.0
5902,4,0,4,2,0,5,5,5,1,2,2,5,17500.0
5903,1,0,0,5,8,15,0,0,1,2,2,1,500.0
5904,5,0,3,0,8,0,0,7,0,2,1,1,2500.0
5905,2,0,4,3,2,3,5,0,2,2,2,3,500.0
5906,7,2,1,3,0,0,6,16,2,1,2,2,45000.0
5907,2,0,0,3,4,3,5,0,2,2,1,3,500.0
5908,1,0,0,5,7,3,1,18,2,2,3,1,55000.0
5909,1,1,4,0,0,9,1,15,1,1,2,2,4500.0
5910,3,0,4,3,7,7,0,10,0,0,1,4,27500.0
5911,1,0,4,5,0,2,4,5,1,0,0,3,17500.0
5912,3,0,4,0,0,3,0,0,2,2,2,2,500.0
5913,7,0,1,2,2,10,5,9,3,0,2,3,225000.0
5914,4,0,6,0,8,13,0,12,2,2,3,1,3500.0
5915,3,0,4,4,4,0,1,18,2,0,2,2,55000.0
5916,2,2,0,3,8,3,5,0,2,0,0,2,500.0
5917,4,0,0,5,7,1,0,0,2,2,0,3,500.0
5918,3,0,6,4,4,12,1,10,2,2,1,1,27500.0
5919,3,0,4,4,8,8,1,5,0,0,1,3,17500.0
5920,0,0,4,0,0,0,1,0,2,2,2,5,500.0
5921,6,0,1,2,0,3,4,0,3,0,2,4,500.0
5922,7,2,4,3,2,4,6,24,2,0,2,3,95000.0
5923,7,0,1,2,2,0,1,16,2,2,2,3,45000.0
5924,9,0,0,2,3,5,4,23,0,0,2,3,85000.0
5925,4,2,6,5,7,16,6,2,0,1,2,2,12500.0
5926,4,0,0,0,0,3,5,7,1,2,2,1,2500.0
5927,0,0,5,0,2,3,1,0,2,2,0,5,500.0
5928,6,0,1,0,0,8,5,16,2,2,2,1,45000.0
5929,2,2,4,5,8,0,1,0,1,2,2,1,500.0
5930,6,0,4,2,4,3,4,3,0,0,1,5,112500.0
5931,2,0,3,0,8,14,1,13,2,0,1,2,35000.0
5932,2,0,4,5,8,0,1,0,2,2,2,1,500.0
5933,5,0,4,5,8,16,5,0,2,2,0,1,500.0
5934,0,0,4,0,0,3,1,12,1,2,2,6,3500.0
5935,2,0,0,0,2,1,6,0,2,0,2,3,500.0
5936,4,0,4,0,0,8,1,18,1,0,3,2,55000.0
5937,1,0,0,5,8,0,6,1,1,2,0,2,1500.0
5938,2,0,4,5,7,4,0,2,2,0,3,2,12500.0
5939,6,0,4,2,5,3,6,2,2,2,2,5,12500.0
5940,8,0,0,1,6,3,5,13,0,2,0,1,35000.0
5941,8,0,4,0,8,10,1,13,0,2,2,2,35000.0
5942,1,0,4,5,8,9,4,0,1,1,0,3,500.0
5943,5,0,4,1,6,1,4,24,0,0,1,3,95000.0
5944,0,0,3,0,8,3,5,0,1,2,1,3,500.0
5945,3,0,0,3,5,1,2,16,1,2,2,5,45000.0
5946,5,0,0,3,8,2,5,23,2,0,0,2,85000.0
5947,1,0,0,3,2,4,6,10,2,0,0,5,27500.0
5948,6,0,1,0,0,0,0,8,2,0,2,2,22500.0
5949,2,1,4,4,8,3,4,14,3,0,1,3,400000.0
5950,5,0,6,3,7,8,0,10,2,0,3,1,27500.0
5951,5,0,1,4,1,9,4,6,3,0,2,3,175000.0
5952,2,0,0,0,8,3,2,15,1,0,3,3,4500.0
5953,1,0,0,0,8,8,4,5,2,0,0,5,17500.0
5954,4,2,4,3,7,17,1,4,2,0,3,2,137500.0
5955,2,0,1,5,8,0,0,0,2,0,2,1,500.0
5956,5,0,4,1,1,9,2,13,2,0,2,1,35000.0
5957,1,0,4,5,8,0,1,0,2,2,0,2,500.0
5958,2,0,6,5,8,12,1,0,2,2,2,2,500.0
5959,1,2,4,0,8,14,6,12,1,1,0,3,3500.0
5960,3,0,1,4,0,0,6,0,2,0,2,4,500.0
5961,6,0,4,2,4,10,2,14,3,2,3,1,400000.0
5962,1,0,4,0,0,3,5,15,2,1,1,4,4500.0
5963,3,0,4,0,8,1,2,10,1,0,1,4,27500.0
5964,4,0,4,5,8,0,5,0,1,1,1,1,500.0
5965,9,0,1,2,6,0,6,16,0,2,2,1,45000.0
5966,1,0,4,5,8,3,5,2,1,1,0,3,12500.0
5967,0,0,4,3,0,0,4,18,3,0,2,5,55000.0
5968,1,0,4,3,4,3,2,4,3,0,1,5,137500.0
5969,9,0,1,2,2,15,2,1,2,0,2,5,1500.0
5970,7,0,4,2,3,3,4,6,3,0,2,5,175000.0
5971,4,0,0,0,0,3,0,18,2,2,2,2,55000.0
5972,2,2,4,5,7,16,1,10,0,0,0,2,27500.0
5973,6,0,4,4,8,3,5,24,2,2,2,2,95000.0
5974,2,2,4,0,7,3,1,0,1,0,3,6,500.0
5975,3,0,1,4,0,17,5,23,0,0,2,5,85000.0
5976,6,0,1,2,1,0,4,3,2,0,2,3,112500.0
5977,7,0,0,4,2,15,1,14,2,2,3,2,400000.0
5978,2,2,4,3,4,3,1,0,1,2,2,1,500.0
5979,5,0,0,0,8,9,1,18,2,0,3,3,55000.0
5980,1,0,4,3,0,0,6,1,1,2,2,7,1500.0
5981,3,0,4,5,7,1,0,6,3,1,3,1,175000.0
5982,1,0,0,0,0,0,6,2,1,2,2,2,12500.0
5983,7,0,2,1,0,7,5,0,2,0,0,4,500.0
5984,2,0,0,5,8,2,5,10,2,0,3,2,27500.0
5985,2,0,4,0,8,8,5,16,2,0,3,1,45000.0
5986,2,0,6,4,5,3,5,21,0,0,2,1,75000.0
5987,6,0,1,2,8,0,1,2,2,0,1,2,12500.0
5988,1,0,0,5,8,0,2,0,1,2,1,1,500.0
5989,3,0,2,5,8,16,0,3,2,2,0,1,112500.0
5990,2,0,4,3,5,14,4,13,1,0,2,2,35000.0
5991,2,0,4,3,0,3,4,2,2,0,1,2,12500.0
5992,3,0,1,3,7,0,0,15,2,0,1,2,4500.0
5993,5,0,5,2,5,0,1,16,2,0,2,7,45000.0
5994,6,2,1,1,8,3,1,5,0,2,1,3,17500.0
5995,4,2,4,4,6,3,1,20,2,0,1,6,65000.0
5996,2,0,4,3,7,7,4,17,1,0,0,3,6250.0
5997,5,0,4,1,5,0,4,13,2,0,2,3,35000.0
5998,2,0,0,4,8,1,1,1,2,2,1,3,1500.0
5999,1,0,0,4,2,2,6,3,3,0,1,2,112500.0
6000,2,0,4,0,0,3,4,20,2,0,0,4,65000.0
6001,7,0,1,2,0,0,5,4,3,0,0,5,137500.0
6002,8,0,0,2,4,15,1,21,0,0,3,1,75000.0
6003,4,0,4,0,0,1,4,14,3,0,3,2,400000.0
6004,8,2,4,2,0,10,2,23,3,0,2,2,85000.0
6005,4,0,6,2,8,17,5,2,2,0,1,4,12500.0
6006,2,2,1,3,4,7,5,8,2,2,2,1,22500.0
6007,3,0,4,0,0,3,1,0,2,2,2,3,500.0
6008,3,0,5,4,6,0,2,16,2,2,2,6,45000.0
6009,2,0,0,4,2,6,2,2,1,0,2,3,12500.0
6010,3,0,4,1,4,17,4,4,2,0,2,3,137500.0
6011,6,0,0,0,0,3,4,18,2,0,3,3,55000.0
6012,6,0,1,2,2,17,6,13,2,0,1,6,35000.0
6013,2,2,4,5,8,0,5,1,1,0,0,2,1500.0
6014,4,0,4,0,2,8,5,24,2,1,0,1,95000.0
6015,4,2,4,5,8,7,6,3,3,0,0,1,112500.0
6016,4,2,4,4,8,10,0,8,1,0,1,2,22500.0
6017,7,2,4,1,8,5,5,3,0,0,0,3,112500.0
6018,6,0,4,1,8,0,1,2,0,0,2,3,12500.0
6019,9,0,1,0,2,0,2,16,2,0,2,2,45000.0
6020,2,0,0,3,7,3,4,0,2,0,3,3,500.0
6021,3,2,4,3,6,1,5,8,1,1,2,3,22500.0
6022,2,0,1,3,4,3,5,0,2,2,2,2,500.0
6023,5,0,0,5,0,0,4,1,2,0,2,5,1500.0
6024,5,0,4,4,8,17,0,1,2,0,2,5,1500.0
6025,2,0,4,4,8,15,6,2,1,0,0,4,12500.0
6026,0,2,0,0,8,0,1,0,1,2,0,1,500.0
6027,2,0,0,3,0,13,1,15,1,2,2,1,4500.0
6028,6,0,0,5,8,1,4,2,1,0,3,2,12500.0
6029,1,2,0,3,7,7,4,17,1,0,3,1,6250.0
6030,6,0,4,0,2,1,1,16,0,2,2,2,45000.0
6031,0,0,6,5,7,0,5,0,2,1,1,3,500.0
6032,3,0,0,1,0,9,6,4,3,1,1,3,137500.0
6033,2,0,4,4,5,3,4,5,2,0,1,4,17500.0
6034,1,0,4,0,2,15,4,11,1,0,0,2,275000.0
6035,3,0,0,4,4,3,4,5,1,0,0,3,17500.0
6036,4,0,0,5,7,16,0,16,0,0,3,3,45000.0
6037,2,0,0,0,0,3,1,2,1,1,2,2,12500.0
6038,3,0,0,0,7,3,4,3,2,1,0,2,112500.0
6039,4,0,5,0,0,3,5,20,2,0,1,3,65000.0
6040,3,2,4,0,8,14,1,0,1,1,2,1,500.0
6041,2,0,4,5,8,8,1,10,1,0,3,3,27500.0
6042,2,2,4,0,8,3,5,1,1,1,2,5,1500.0
6043,3,0,1,4,6,7,6,3,0,2,2,3,112500.0
6044,0,0,0,3,0,3,4,0,0,0,2,1,500.0
6045,4,0,4,3,8,9,6,1,0,1,0,2,1500.0
6046,2,2,4,0,8,3,4,22,2,0,2,1,8750.0
6047,2,2,4,4,6,14,4,4,0,0,1,1,137500.0
6048,7,0,6,1,0,10,6,4,3,0,1,3,137500.0
6049,2,2,4,5,8,8,4,18,2,0,2,1,55000.0
6050,3,0,6,0,0,3,1,0,2,2,1,3,500.0
6051,6,2,1,2,2,14,6,21,0,0,1,3,75000.0
6052,0,2,0,0,8,3,0,0,1,2,1,5,500.0
6053,3,0,4,0,0,15,5,21,2,0,0,2,75000.0
6054,4,0,1,4,0,15,1,10,2,2,2,4,27500.0
6055,0,0,0,5,7,3,4,0,2,1,1,1,500.0
6056,7,0,1,2,3,0,0,4,0,0,2,1,137500.0
6057,3,0,4,0,0,4,5,20,0,1,2,2,65000.0
6058,4,2,4,1,6,3,2,1,1,2,0,2,1500.0
6059,1,0,0,5,8,3,4,0,2,0,1,3,500.0
6060,4,0,4,4,6,1,6,1,2,2,2,2,1500.0
6061,2,0,0,3,4,14,5,17,2,1,1,2,6250.0
6062,5,0,5,0,8,0,2,22,2,1,2,1,8750.0
6063,2,0,4,0,4,6,6,2,1,0,2,1,12500.0
6064,1,0,4,0,8,14,4,0,1,0,1,3,500.0
6065,1,0,4,3,8,7,6,13,0,0,2,1,35000.0
6066,10,0,4,0,0,7,4,9,3,0,0,2,225000.0
6067,5,0,4,1,4,14,4,23,1,0,3,3,85000.0
6068,6,0,6,1,2,14,0,18,2,1,1,1,55000.0
6069,3,2,4,3,8,5,6,8,2,0,1,5,22500.0
6070,5,2,4,5,8,0,1,0,0,2,2,1,500.0
6071,5,2,1,0,2,3,3,3,3,0,2,3,112500.0
6072,2,0,4,0,0,0,0,0,2,2,1,7,500.0
6073,8,0,4,3,8,9,6,5,2,0,1,6,17500.0
6074,4,0,4,1,6,0,6,2,2,2,2,3,12500.0
6075,4,0,4,1,5,3,1,15,2,2,1,2,4500.0
6076,1,2,4,5,8,2,3,22,1,1,0,2,8750.0
6077,4,0,4,1,8,2,4,4,3,0,1,6,137500.0
6078,4,0,4,0,0,5,5,1,2,1,3,1,1500.0
6079,0,0,0,5,8,0,0,0,1,2,2,2,500.0
6080,0,0,0,0,8,3,6,0,1,2,1,3,500.0
6081,0,2,4,1,4,13,1,0,2,0,2,6,500.0
6082,7,0,4,4,5,0,0,0,0,1,1,3,500.0
6083,3,0,6,3,0,7,6,18,0,0,1,3,55000.0
6084,6,1,4,0,8,11,4,16,0,0,0,1,45000.0
6085,9,0,0,2,4,16,1,2,0,2,0,2,12500.0
6086,1,2,0,5,0,0,6,17,2,0,2,2,6250.0
6087,5,0,1,2,6,0,2,10,2,1,2,4,27500.0
6088,2,2,0,5,8,9,5,1,2,1,0,2,1500.0
6089,2,0,0,0,0,8,1,5,1,0,1,1,17500.0
6090,1,0,0,0,0,3,5,0,2,1,2,1,500.0
6091,3,2,0,5,8,10,0,13,0,0,0,2,35000.0
6092,7,0,4,2,8,8,4,4,2,0,2,5,137500.0
6093,1,2,4,0,7,3,0,22,1,0,1,3,8750.0
6094,2,0,1,3,7,0,4,5,0,0,2,2,17500.0
6095,4,0,0,1,8,3,5,2,2,2,1,2,12500.0
6096,2,0,4,0,4,13,6,21,0,0,2,2,75000.0
6097,3,0,4,0,8,14,4,8,1,0,0,3,22500.0
6098,9,0,1,3,0,10,2,11,0,1,0,2,275000.0
6099,2,0,1,3,2,0,5,8,2,0,2,2,22500.0
6100,3,0,4,4,2,0,5,18,0,1,2,1,55000.0
6101,3,0,1,4,4,10,2,20,0,0,2,3,65000.0
6102,6,0,4,4,8,3,5,22,2,2,0,2,8750.0
6103,3,2,4,5,0,2,4,0,1,0,1,1,500.0
6104,3,0,5,5,8,1,5,17,1,1,0,1,6250.0
6105,3,0,4,4,4,3,4,3,2,0,2,3,112500.0
6106,9,0,4,2,2,8,4,20,2,0,2,2,65000.0
6107,8,0,0,0,2,3,6,15,2,1,0,3,4500.0
6108,3,0,4,4,5,1,2,21,0,0,2,3,75000.0
6109,2,0,4,5,8,9,0,0,1,0,3,1,500.0
6110,3,0,4,0,8,17,5,13,0,0,3,3,35000.0
6111,5,0,4,3,2,1,5,10,2,0,1,4,27500.0
6112,2,0,0,0,8,1,2,20,3,0,0,3,65000.0
6113,6,0,4,1,2,16,5,15,2,1,2,6,4500.0
6114,3,0,1,0,8,12,2,5,3,0,2,2,17500.0
6115,0,0,0,0,8,3,4,2,0,0,1,1,12500.0
6116,4,2,4,5,8,0,0,17,0,1,2,2,6250.0
6117,4,2,1,5,8,6,6,6,2,0,2,1,175000.0
6118,4,0,0,0,0,1,0,21,2,0,3,3,75000.0
6119,1,0,4,3,8,3,4,17,1,0,0,2,6250.0
6120,9,0,4,2,5,15,4,14,3,0,0,3,400000.0
6121,1,0,0,5,8,0,0,17,1,2,3,1,6250.0
6122,1,0,0,5,8,1,1,2,2,2,2,2,12500.0
6123,0,0,0,5,8,0,1,1,1,2,1,1,1500.0
6124,3,0,0,5,0,3,0,22,2,0,3,1,8750.0
6125,2,0,4,0,0,3,6,0,1,1,2,3,500.0
6126,3,0,1,4,6,7,2,23,0,0,2,6,85000.0
6127,0,2,0,0,8,0,1,0,2,1,1,1,500.0
6128,9,0,1,2,6,15,4,6,2,0,2,7,175000.0
6129,8,0,4,2,8,7,6,20,0,0,0,3,65000.0
6130,5,0,1,1,1,13,6,18,2,1,2,3,55000.0
6131,8,0,0,1,6,3,5,17,2,2,0,5,6250.0
6132,2,0,0,0,8,1,0,22,1,0,1,4,8750.0
6133,3,0,0,3,7,11,4,24,3,0,1,3,95000.0
6134,1,0,0,3,2,3,6,1,2,0,2,1,1500.0
6135,1,0,0,5,0,14,4,0,1,0,1,1,500.0
6136,3,0,1,4,2,8,4,6,3,0,2,1,175000.0
6137,2,2,0,5,8,14,4,9,3,0,2,2,225000.0
6138,4,0,1,0,8,3,5,5,2,0,0,4,17500.0
6139,6,0,5,1,4,0,2,0,0,0,2,2,500.0
6140,3,0,4,4,5,15,5,24,3,0,2,2,95000.0
6141,7,2,5,2,1,0,4,18,0,0,2,4,55000.0
6142,9,0,4,2,2,3,4,6,0,0,0,3,175000.0
6143,3,0,0,5,8,15,1,1,2,0,2,4,1500.0
6144,2,0,1,1,6,1,4,5,2,0,0,6,17500.0
6145,4,0,0,5,8,17,5,12,2,0,0,2,3500.0
6146,4,0,1,1,5,15,2,6,3,1,2,3,175000.0
6147,7,0,4,2,1,3,4,3,1,0,2,3,112500.0
6148,4,0,4,4,2,14,5,18,2,2,3,2,55000.0
6149,1,1,0,0,0,0,1,0,2,2,1,6,500.0
6150,7,0,1,2,0,0,5,23,2,1,0,2,85000.0
6151,6,2,1,0,8,0,1,16,2,2,2,1,45000.0
6152,2,0,4,4,8,0,6,8,3,0,1,2,22500.0
6153,5,0,4,1,6,8,2,17,2,0,1,3,6250.0
6154,3,1,0,4,6,15,4,18,2,0,2,2,55000.0
6155,1,0,6,5,8,15,0,1,2,2,0,1,1500.0
6156,1,0,0,0,8,14,6,15,1,0,2,2,4500.0
6157,7,0,4,5,8,5,0,0,2,1,3,2,500.0
6158,2,2,4,3,8,15,0,18,0,0,0,1,55000.0
6159,0,0,0,0,8,1,4,2,1,0,0,3,12500.0
6160,1,0,6,3,8,14,1,1,0,2,1,3,1500.0
6161,5,0,4,3,2,9,1,0,2,0,3,1,500.0
6162,7,0,1,0,0,10,5,9,3,1,2,1,225000.0
6163,2,2,4,0,2,0,1,18,2,0,2,1,55000.0
6164,2,0,0,4,5,3,4,5,1,0,1,1,17500.0
6165,3,0,0,5,8,5,0,15,2,2,3,1,4500.0
6166,2,0,1,4,2,0,6,5,0,1,2,4,17500.0
6167,2,0,4,3,0,12,2,0,2,1,2,2,500.0
6168,2,2,0,0,7,5,5,1,2,0,0,2,1500.0
6169,5,2,4,5,2,9,1,0,0,1,2,1,500.0
6170,7,0,2,0,8,8,4,20,2,0,3,2,65000.0
6171,9,2,0,2,7,15,0,0,3,2,3,1,500.0
6172,6,0,0,4,2,11,6,8,2,0,3,3,22500.0
6173,3,0,4,4,6,10,6,21,0,0,2,3,75000.0
6174,3,0,4,3,5,8,4,17,2,0,1,1,6250.0
6175,7,1,5,1,2,0,5,0,3,0,0,2,500.0
6176,1,2,0,0,7,0,4,0,2,1,1,1,500.0
6177,3,0,4,0,0,5,0,0,2,0,0,3,500.0
6178,2,0,0,0,0,15,1,0,1,2,2,1,500.0
6179,4,2,4,4,2,1,1,4,3,0,1,3,137500.0
6180,2,0,1,0,2,0,6,5,3,1,0,2,17500.0
6181,6,0,4,2,1,9,5,20,1,2,0,2,65000.0
6182,2,2,1,4,2,11,5,1,0,2,3,3,1500.0
6183,3,0,5,0,0,3,1,1,1,0,1,7,1500.0
6184,6,0,4,2,6,16,1,18,0,2,2,6,55000.0
6185,2,0,0,5,7,15,0,17,2,0,3,1,6250.0
6186,3,0,0,1,8,14,6,24,2,1,1,2,95000.0
6187,8,0,4,2,3,1,4,13,2,0,0,3,35000.0
6188,2,0,5,3,5,15,4,15,1,0,1,4,4500.0
6189,5,0,4,2,0,3,6,18,1,0,0,2,55000.0
6190,2,0,0,4,5,10,6,4,3,0,2,2,137500.0
6191,5,2,0,5,8,14,1,16,3,2,0,3,45000.0
6192,3,0,0,4,7,3,6,8,1,1,1,1,22500.0
6193,3,2,4,0,7,5,0,20,3,2,0,2,65000.0
6194,4,0,4,3,4,3,4,8,1,0,0,1,22500.0
6195,6,0,4,1,4,7,1,4,2,2,2,2,137500.0
6196,8,0,4,4,8,7,2,9,2,0,3,1,225000.0
6197,9,0,0,2,6,3,4,6,3,0,1,1,175000.0
6198,1,0,0,0,0,10,1,0,1,0,3,1,500.0
6199,3,0,0,5,0,10,5,17,1,1,2,1,6250.0
