,country,experience_ml,age,role_group,gender,salary_avg
903,Spain,Under 1 year,45-49,Data Engineer,Man,35000.0
904,Sweden,2-3 years,45-49,Other,Man,112500.0
905,Russia,2-3 years,25-29,Data Analyst,Man,3500.0
906,Russia,1-2 years,18-21,Data Analyst,Man,3500.0
907,UK,Under 1 year,22-24,Data Analyst,Man,12500.0
908,Italy,20 or more years,45-49,Other,Man,85000.0
909,UK,1-2 years,30-34,Data Scientist,Woman,45000.0
910,Czech Republic,5-10 years,40-44,Data Scientist,Man,45000.0
911,Italy,1-2 years,22-24,Data Scientist,Man,55000.0
912,UK,2-3 years,35-39,Data Analyst,Man,55000.0
913,Russia,3-4 years,25-29,Data Engineer,Man,17500.0
914,Germany,1-2 years,22-24,Data Scientist,Man,55000.0
915,Czech Republic,4-5 years,30-34,Data Scientist,Man,55000.0
916,Italy,1-2 years,45-49,Data Analyst,Man,35000.0
917,Portugal,5-10 years,30-34,Data Scientist,Man,45000.0
918,Russia,1-2 years,30-34,Data Engineer,Man,55000.0
919,Spain,2-3 years,35-39,Data Engineer,Man,2500.0
920,Russia,Under 1 year,30-34,Data Scientist,Man,8750.0
921,Spain,10-20 years,50-54,Data Analyst,Man,55000.0
922,Italy,2-3 years,25-29,Data Scientist,Man,27500.0
923,France,3-4 years,25-29,Data Scientist,Man,55000.0
924,UK,1-2 years,25-29,Data Engineer,Woman,500.0
925,Poland,Under 1 year,25-29,Other,Woman,17500.0
926,Portugal,Under 1 year,25-29,Data Scientist,Man,27500.0
927,Poland,Under 1 year,40-44,Data Engineer,Man,45000.0
928,Netherlands,4-5 years,30-34,Other,Man,55000.0
929,Ukraine,2-3 years,50-54,Data Scientist,Man,27500.0
930,Russia,2-3 years,30-34,Data Scientist,Man,1500.0
931,Germany,3-4 years,25-29,Data Engineer,Man,45000.0
932,Belgium,3-4 years,25-29,Data Scientist,Man,1500.0
933,Russia,No experience,30-34,Other,Man,500.0
934,Poland,1-2 years,40-44,Data Analyst,Man,4500.0
935,Belgium,2-3 years,50-54,Data Analyst,Man,2500.0
936,Spain,20 or more years,50-54,Data Scientist,Man,55000.0
937,Poland,No experience,40-44,Other,Man,65000.0
938,Russia,No experience,35-39,Data Engineer,Man,2500.0
939,France,3-4 years,30-34,Data Scientist,Woman,45000.0
940,Portugal,Under 1 year,50-54,Data Analyst,Man,500.0
941,Romania,5-10 years,50-54,Data Scientist,Man,35000.0
942,France,No experience,25-29,Other,Man,27500.0
943,Spain,No experience,45-49,Data Scientist,Man,75000.0
944,UK,1-2 years,50-54,Data Scientist,Man,45000.0
945,Greece,5-10 years,30-34,Data Scientist,Woman,75000.0
946,Germany,No experience,25-29,Data Scientist,Man,55000.0
947,UK,3-4 years,35-39,Data Scientist,Man,85000.0
948,Germany,1-2 years,25-29,Data Engineer,Woman,55000.0
949,Greece,2-3 years,50-54,Other,Man,85000.0
950,France,No experience,40-44,Data Analyst,Man,45000.0
951,Ukraine,No experience,50-54,Data Engineer,Man,500.0
952,Russia,No experience,45-49,Other,Man,500.0
953,Russia,Under 1 year,35-39,Data Scientist,Man,12500.0
954,Germany,2-3 years,35-39,Data Scientist,Man,55000.0
955,France,3-4 years,25-29,Data Scientist,Man,55000.0
956,Russia,1-2 years,35-39,Data Scientist,Man,1500.0
957,Belgium,5-10 years,25-29,Data Scientist,Man,45000.0
958,Poland,1-2 years,45-49,Data Analyst,Man,1500.0
959,UK,No experience,30-34,Other,Man,500.0
960,UK,2-3 years,30-34,Data Scientist,Other,75000.0
961,France,5-10 years,50-54,Data Scientist,Man,95000.0
962,Romania,3-4 years,25-29,Data Engineer,Man,22500.0
963,Poland,1-2 years,25-29,Data Analyst,Man,500.0
964,Switzerland,1-2 years,30-34,Data Scientist,Woman,500.0
965,UK,2-3 years,22-24,Data Scientist,Man,45000.0
966,Russia,1-2 years,30-34,Data Analyst,Woman,500.0
967,Poland,Under 1 year,25-29,Data Analyst,Woman,8750.0
968,UK,Under 1 year,30-34,Other,Man,112500.0
969,Russia,2-3 years,22-24,Data Scientist,Man,22500.0
970,UK,1-2 years,40-44,Data Scientist,Woman,65000.0
971,Spain,1-2 years,25-29,Data Engineer,Man,39176.71626648631
972,Poland,No experience,22-24,Data Engineer,Man,2500.0
973,Ukraine,Under 1 year,18-21,Data Scientist,Man,500.0
974,Portugal,Under 1 year,25-29,Data Analyst,Woman,17500.0
975,Russia,No experience,30-34,Other,Woman,500.0
976,UK,Under 1 year,35-39,Data Analyst,Woman,75000.0
977,Spain,5-10 years,30-34,Data Scientist,Man,35000.0
978,Russia,Under 1 year,25-29,Data Engineer,Man,500.0
979,Ukraine,Under 1 year,40-44,Data Engineer,Man,35000.0
980,Germany,4-5 years,40-44,Data Scientist,Man,75000.0
981,Russia,2-3 years,25-29,Data Analyst,Man,2500.0
982,Spain,2-3 years,30-34,Data Analyst,Man,45000.0
983,Switzerland,2-3 years,35-39,Data Scientist,Man,75000.0
984,Poland,4-5 years,30-34,Data Engineer,Man,2500.0
985,Poland,4-5 years,35-39,Data Engineer,Man,35000.0
986,Spain,2-3 years,45-49,Data Engineer,Man,85000.0
987,Russia,1-2 years,30-34,Data Engineer,Man,35000.0
988,Netherlands,Under 1 year,30-34,Data Scientist,Man,1500.0
989,Russia,3-4 years,25-29,Data Engineer,Man,2500.0
990,Russia,2-3 years,30-34,Data Engineer,Man,1500.0
991,Spain,Under 1 year,22-24,Other,Man,12500.0
992,Russia,Under 1 year,25-29,Data Analyst,Woman,500.0
993,Spain,5-10 years,30-34,Data Scientist,Man,55000.0
994,Germany,2-3 years,35-39,Data Analyst,Woman,39176.71626648631
995,France,5-10 years,40-44,Data Scientist,Woman,112500.0
996,Russia,Under 1 year,25-29,Other,Man,500.0
997,Italy,No experience,45-49,Other,Man,27500.0
998,Russia,1-2 years,40-44,Data Engineer,Man,35000.0
999,Russia,No experience,30-34,Other,Man,17500.0
1000,Italy,3-4 years,25-29,Data Scientist,Man,17500.0
1001,Ireland,1-2 years,22-24,Data Scientist,Man,500.0
1002,Sweden,No experience,35-39,Data Analyst,Man,1500.0
1003,Spain,1-2 years,45-49,Data Analyst,Man,45000.0
1004,France,Under 1 year,50-54,Data Engineer,Man,75000.0
1005,Italy,1-2 years,40-44,Data Scientist,Man,22500.0
1006,UK,2-3 years,18-21,Data Scientist,Man,45000.0
1007,Russia,3-4 years,25-29,Data Scientist,Man,3500.0
1008,UK,Under 1 year,22-24,Data Scientist,Man,27500.0
1009,Greece,Under 1 year,35-39,Data Engineer,Man,85000.0
1010,Portugal,3-4 years,35-39,Data Engineer,Woman,17500.0
1011,Germany,10-20 years,35-39,Data Scientist,Woman,500.0
1012,Russia,No experience,35-39,Data Engineer,Man,27500.0
1013,Greece,10-20 years,35-39,Data Scientist,Man,2500.0
1014,Germany,2-3 years,22-24,Data Scientist,Man,55000.0
1015,Germany,1-2 years,50-54,Data Engineer,Man,55000.0
1016,Czech Republic,No experience,35-39,Other,Man,22500.0
1017,UK,Under 1 year,55-59,Data Engineer,Man,22500.0
1018,Russia,5-10 years,30-34,Data Analyst,Man,35000.0
1019,Belgium,5-10 years,25-29,Data Scientist,Man,65000.0
1020,Russia,Under 1 year,30-34,Data Scientist,Woman,3500.0
1021,UK,Under 1 year,25-29,Data Analyst,Man,55000.0
1022,UK,1-2 years,30-34,Data Scientist,Man,65000.0
1023,UK,2-3 years,40-44,Data Analyst,Woman,55000.0
1024,Portugal,1-2 years,25-29,Data Analyst,Man,39176.71626648631
1025,Ireland,5-10 years,35-39,Data Scientist,Man,45000.0
1026,Poland,5-10 years,40-44,Data Analyst,Man,65000.0
1027,Italy,1-2 years,25-29,Data Analyst,Man,35000.0
1028,UK,3-4 years,25-29,Data Engineer,Man,85000.0
1029,Spain,Under 1 year,22-24,Data Analyst,Woman,39176.71626648631
1030,Russia,2-3 years,50-54,Data Analyst,Man,35000.0
1031,Italy,2-3 years,45-49,Data Analyst,Man,65000.0
1032,France,4-5 years,45-49,Data Engineer,Man,95000.0
1033,Romania,1-2 years,40-44,Data Engineer,Man,55000.0
1034,Sweden,Under 1 year,40-44,Other,Man,75000.0
1035,Russia,10-20 years,40-44,Data Scientist,Woman,500.0
1036,UK,4-5 years,35-39,Data Engineer,Man,55000.0
1037,Ukraine,2-3 years,35-39,Data Engineer,Man,112500.0
1038,Ukraine,Under 1 year,40-44,Data Scientist,Man,39176.71626648631
1039,Poland,1-2 years,30-34,Data Scientist,Woman,27500.0
1040,Czech Republic,5-10 years,35-39,Data Scientist,Man,12500.0
1041,Portugal,2-3 years,25-29,Other,Woman,1500.0
1042,Sweden,1-2 years,25-29,Data Scientist,Man,35000.0
1043,France,2-3 years,30-34,Data Scientist,Man,55000.0
1044,Greece,5-10 years,35-39,Data Scientist,Man,55000.0
1045,Italy,2-3 years,50-54,Other,Man,35000.0
1046,Italy,2-3 years,25-29,Data Scientist,Man,27500.0
1047,Italy,Under 1 year,40-44,Data Analyst,Man,85000.0
1048,Germany,10-20 years,35-39,Data Scientist,Woman,65000.0
1049,UK,1-2 years,40-44,Data Engineer,Man,22500.0
1050,Russia,No experience,25-29,Data Scientist,Man,17500.0
1051,France,4-5 years,35-39,Data Scientist,Man,75000.0
1052,Greece,5-10 years,30-34,Data Scientist,Man,112500.0
1053,Italy,4-5 years,18-21,Data Scientist,Woman,39176.71626648631
1054,UK,4-5 years,30-34,Data Analyst,Man,65000.0
1055,Italy,10-20 years,35-39,Data Scientist,Woman,45000.0
1056,UK,1-2 years,25-29,Data Analyst,Man,65000.0
1057,Poland,5-10 years,30-34,Data Engineer,Man,65000.0
1058,Spain,1-2 years,30-34,Data Scientist,Man,22500.0
1059,UK,No experience,50-54,Data Analyst,Woman,55000.0
1060,Ukraine,1-2 years,30-34,Data Scientist,Man,35000.0
1061,Ukraine,Under 1 year,30-34,Other,Man,35000.0
1062,UK,5-10 years,35-39,Data Scientist,Man,75000.0
1063,Italy,Under 1 year,30-34,Data Analyst,Man,22500.0
1064,Ireland,Under 1 year,35-39,Data Engineer,Man,55000.0
1065,UK,Under 1 year,30-34,Data Analyst,Man,65000.0
1066,UK,1-2 years,50-54,Other,Man,137500.0
1067,Russia,1-2 years,22-24,Data Analyst,Woman,500.0
1068,Russia,No experience,35-39,Data Scientist,Man,4500.0
1069,Spain,1-2 years,22-24,Data Scientist,Man,55000.0
1070,Switzerland,2-3 years,50-54,Data Engineer,Woman,45000.0
1071,Poland,Under 1 year,40-44,Data Analyst,Man,39176.71626648631
1072,Italy,No experience,35-39,Data Analyst,Man,45000.0
1073,Italy,2-3 years,40-44,Other,Man,2500.0
1074,Ukraine,Under 1 year,30-34,Data Engineer,Man,17500.0
1075,Spain,No experience,35-39,Data Engineer,Woman,17500.0
1076,UK,Under 1 year,25-29,Data Scientist,Man,8750.0
1077,Russia,Under 1 year,25-29,Data Engineer,Man,500.0
1078,Spain,2-3 years,25-29,Data Scientist,Man,35000.0
1079,Russia,2-3 years,25-29,Data Scientist,Man,27500.0
1080,France,Under 1 year,40-44,Data Analyst,Man,55000.0
1081,Belgium,4-5 years,40-44,Data Analyst,Man,75000.0
1082,Ukraine,1-2 years,25-29,Data Scientist,Man,22500.0
1083,Russia,Under 1 year,18-21,Data Scientist,Man,500.0
1084,Germany,Under 1 year,18-21,Data Engineer,Man,6250.0
1085,Spain,Under 1 year,45-49,Data Analyst,Man,500.0
1086,France,4-5 years,50-54,Data Engineer,Man,45000.0
1087,France,4-5 years,40-44,Data Scientist,Woman,27500.0
1088,Spain,Under 1 year,50-54,Data Engineer,Man,45000.0
1089,Ukraine,2-3 years,22-24,Data Engineer,Man,55000.0
1090,Russia,Under 1 year,40-44,Data Engineer,Man,2500.0
1091,Spain,No experience,30-34,Data Engineer,Man,27500.0
1092,UK,Under 1 year,30-34,Data Engineer,Man,17500.0
1093,Russia,No experience,35-39,Data Scientist,Woman,12500.0
1094,Austria,5-10 years,55-59,Data Analyst,Man,35000.0
1095,Netherlands,Under 1 year,55-59,Data Scientist,Man,35000.0
1096,UK,5-10 years,40-44,Data Engineer,Man,95000.0
1097,Spain,No experience,25-29,Data Analyst,Woman,27500.0
1098,Ukraine,4-5 years,25-29,Data Scientist,Man,75000.0
1099,UK,Under 1 year,45-49,Data Engineer,Woman,17500.0
1100,Netherlands,3-4 years,55-59,Other,Man,75000.0
1101,Belgium,Under 1 year,50-54,Data Analyst,Woman,112500.0
1102,Greece,Under 1 year,45-49,Data Scientist,Man,12500.0
1103,UK,2-3 years,45-49,Data Scientist,Man,45000.0
1104,UK,No experience,35-39,Other,Man,45000.0
1105,UK,5-10 years,30-34,Data Scientist,Man,112500.0
1106,Ukraine,1-2 years,18-21,Data Scientist,Man,500.0
1107,Poland,Under 1 year,35-39,Data Analyst,Man,1500.0
1108,UK,5-10 years,25-29,Data Engineer,Woman,137500.0
1109,France,2-3 years,45-49,Data Engineer,Woman,75000.0
1110,France,20 or more years,50-54,Data Scientist,Man,137500.0
1111,UK,1-2 years,30-34,Data Scientist,Man,65000.0
1112,UK,Under 1 year,22-24,Data Scientist,Man,35000.0
1113,France,Under 1 year,40-44,Data Scientist,Woman,500.0
1114,Russia,4-5 years,50-54,Data Engineer,Man,500.0
1115,Netherlands,1-2 years,30-34,Data Engineer,Man,55000.0
1116,Spain,Under 1 year,45-49,Data Analyst,Other,45000.0
1117,Spain,Under 1 year,30-34,Data Analyst,Woman,35000.0
1118,Russia,No experience,25-29,Data Scientist,Man,17500.0
1119,Germany,3-4 years,25-29,Data Scientist,Man,75000.0
1120,Germany,2-3 years,30-34,Data Scientist,Man,55000.0
1121,France,3-4 years,30-34,Data Scientist,Man,65000.0
1122,Spain,4-5 years,30-34,Data Scientist,Man,75000.0
1123,France,Under 1 year,30-34,Other,Man,35000.0
1124,Czech Republic,Under 1 year,18-21,Data Engineer,Man,12500.0
1125,Portugal,Under 1 year,35-39,Data Scientist,Woman,6250.0
1126,Belgium,Under 1 year,55-59,Data Analyst,Man,65000.0
1127,Switzerland,3-4 years,45-49,Data Scientist,Man,500.0
1128,France,10-20 years,50-54,Data Scientist,Woman,55000.0
1129,Netherlands,Under 1 year,25-29,Data Analyst,Woman,55000.0
1130,Russia,Under 1 year,22-24,Data Engineer,Man,1500.0
1131,France,2-3 years,25-29,Data Scientist,Man,17500.0
1132,UK,10-20 years,55-59,Data Scientist,Man,39176.71626648631
1133,Greece,2-3 years,40-44,Data Scientist,Woman,500.0
1134,Spain,5-10 years,30-34,Data Scientist,Man,75000.0
1135,Greece,2-3 years,25-29,Other,Woman,1500.0
1136,UK,1-2 years,35-39,Data Analyst,Woman,27500.0
1137,Russia,1-2 years,30-34,Data Engineer,Man,27500.0
1138,Germany,1-2 years,30-34,Data Scientist,Man,45000.0
1139,Spain,10-20 years,50-54,Data Engineer,Man,35000.0
1140,Russia,2-3 years,30-34,Data Scientist,Man,22500.0
1141,Germany,1-2 years,35-39,Data Engineer,Woman,112500.0
1142,Austria,1-2 years,55-59,Data Engineer,Man,35000.0
1143,Ireland,1-2 years,30-34,Data Analyst,Man,75000.0
1144,Portugal,2-3 years,35-39,Data Scientist,Man,17500.0
1145,Switzerland,3-4 years,25-29,Data Scientist,Man,137500.0
1146,Russia,4-5 years,25-29,Data Engineer,Man,3500.0
1147,Spain,1-2 years,30-34,Other,Man,35000.0
1148,Russia,Under 1 year,35-39,Data Scientist,Man,27500.0
1149,Netherlands,10-20 years,40-44,Data Scientist,Man,39176.71626648631
1150,France,2-3 years,25-29,Data Scientist,Man,4500.0
1151,Sweden,1-2 years,18-21,Data Engineer,Woman,500.0
1152,UK,Under 1 year,25-29,Data Analyst,Man,45000.0
1153,Portugal,5-10 years,40-44,Data Scientist,Man,45000.0
1154,France,2-3 years,25-29,Data Scientist,Woman,55000.0
1155,Russia,3-4 years,30-34,Data Engineer,Man,27500.0
1156,France,1-2 years,22-24,Data Scientist,Man,39176.71626648631
1157,UK,4-5 years,25-29,Data Scientist,Man,45000.0
1158,France,1-2 years,50-54,Other,Man,95000.0
1159,Netherlands,2-3 years,25-29,Data Analyst,Man,65000.0
1160,Belarus,Under 1 year,18-21,Data Engineer,Man,6250.0
1161,Italy,Under 1 year,35-39,Data Engineer,Man,95000.0
1162,Netherlands,Under 1 year,35-39,Data Engineer,Woman,500.0
1163,Netherlands,No experience,25-29,Data Analyst,Woman,75000.0
1164,Germany,4-5 years,45-49,Data Engineer,Man,112500.0
1165,Belarus,3-4 years,40-44,Data Analyst,Man,12500.0
1166,UK,No experience,25-29,Data Engineer,Man,39176.71626648631
1167,UK,No experience,22-24,Data Engineer,Woman,45000.0
1168,Italy,No experience,55-59,Other,Man,112500.0
1169,Russia,4-5 years,45-49,Data Analyst,Man,1500.0
1170,Russia,1-2 years,40-44,Data Scientist,Man,12500.0
1171,UK,Under 1 year,35-39,Data Scientist,Woman,65000.0
1172,UK,1-2 years,25-29,Data Scientist,Woman,27500.0
1173,France,5-10 years,45-49,Data Analyst,Man,45000.0
1174,UK,1-2 years,25-29,Data Scientist,Man,45000.0
1175,Russia,1-2 years,25-29,Data Engineer,Man,2500.0
1176,Russia,10-20 years,30-34,Data Scientist,Man,35000.0
1177,Portugal,No experience,25-29,Data Engineer,Woman,17500.0
1178,Sweden,1-2 years,40-44,Data Analyst,Man,39176.71626648631
1179,Ukraine,Under 1 year,40-44,Data Engineer,Man,39176.71626648631
1180,UK,2-3 years,55-59,Data Analyst,Woman,35000.0
1181,Poland,Under 1 year,22-24,Data Engineer,Woman,1500.0
1182,Switzerland,Under 1 year,35-39,Data Analyst,Man,137500.0
1183,UK,1-2 years,40-44,Data Analyst,Man,2500.0
1184,Czech Republic,Under 1 year,40-44,Data Analyst,Man,35000.0
1185,Russia,1-2 years,50-54,Data Scientist,Man,8750.0
1186,Netherlands,10-20 years,35-39,Data Scientist,Woman,6250.0
1187,Spain,1-2 years,35-39,Data Engineer,Man,65000.0
1188,Russia,Under 1 year,30-34,Data Analyst,Man,55000.0
1189,Poland,Under 1 year,22-24,Data Engineer,Man,500.0
1190,Russia,1-2 years,30-34,Data Analyst,Man,1500.0
1191,Russia,No experience,30-34,Other,Woman,8750.0
1192,Ukraine,Under 1 year,18-21,Data Scientist,Man,500.0
1193,Czech Republic,No experience,45-49,Data Analyst,Man,95000.0
1194,Italy,1-2 years,18-21,Data Scientist,Man,8750.0
1195,Italy,1-2 years,30-34,Other,Man,500.0
1196,France,3-4 years,25-29,Data Scientist,Man,55000.0
1197,Ukraine,1-2 years,30-34,Data Engineer,Woman,3500.0
1198,Italy,Under 1 year,22-24,Data Scientist,Man,39176.71626648631
1199,Germany,1-2 years,30-34,Data Engineer,Man,500.0
1200,UK,3-4 years,45-49,Data Scientist,Man,22500.0
1201,Germany,Under 1 year,35-39,Other,Man,65000.0
1202,UK,Under 1 year,25-29,Data Scientist,Woman,39176.71626648631
1203,Ukraine,1-2 years,18-21,Data Engineer,Man,500.0
1204,UK,Under 1 year,25-29,Data Analyst,Woman,55000.0
1205,Germany,No experience,40-44,Data Engineer,Man,75000.0
1206,Sweden,1-2 years,40-44,Data Analyst,Man,55000.0
1207,Germany,Under 1 year,25-29,Data Engineer,Man,500.0
1208,Romania,2-3 years,22-24,Data Scientist,Woman,35000.0
1209,Spain,4-5 years,35-39,Data Scientist,Man,55000.0
1210,Italy,1-2 years,22-24,Data Engineer,Man,1500.0
1211,France,5-10 years,40-44,Other,Man,137500.0
1212,Russia,Under 1 year,30-34,Data Engineer,Man,1500.0
1213,Spain,1-2 years,50-54,Data Scientist,Woman,3500.0
1214,UK,2-3 years,25-29,Data Engineer,Man,65000.0
1215,Russia,Under 1 year,30-34,Other,Man,17500.0
1216,Switzerland,Under 1 year,35-39,Data Analyst,Woman,6250.0
1217,Italy,Under 1 year,45-49,Data Engineer,Man,27500.0
1218,Italy,1-2 years,22-24,Data Analyst,Man,500.0
1219,Poland,5-10 years,35-39,Data Scientist,Man,45000.0
1220,France,10-20 years,35-39,Data Scientist,Woman,65000.0
1221,UK,Under 1 year,18-21,Other,Man,500.0
1222,Spain,10-20 years,40-44,Other,Man,500.0
1223,Greece,1-2 years,22-24,Data Scientist,Man,500.0
1224,Poland,Under 1 year,55-59,Data Engineer,Man,55000.0
1225,Portugal,4-5 years,25-29,Data Scientist,Man,55000.0
1226,Portugal,Under 1 year,22-24,Data Analyst,Man,12500.0
1227,UK,1-2 years,35-39,Data Scientist,Man,45000.0
1228,Greece,Under 1 year,25-29,Data Analyst,Man,22500.0
1229,Greece,Under 1 year,40-44,Data Analyst,Man,17500.0
1230,Portugal,No experience,30-34,Data Engineer,Man,27500.0
1231,Sweden,Under 1 year,55-59,Other,Man,500.0
1232,Russia,1-2 years,22-24,Data Engineer,Man,8750.0
1233,Germany,5-10 years,30-34,Data Scientist,Man,55000.0
1234,Ireland,Under 1 year,40-44,Data Analyst,Man,85000.0
1235,Poland,No experience,30-34,Data Analyst,Man,12500.0
1236,Switzerland,2-3 years,55-59,Other,Man,95000.0
1237,Spain,2-3 years,45-49,Data Analyst,Man,45000.0
1238,Russia,Under 1 year,25-29,Data Analyst,Man,27500.0
1239,Russia,Under 1 year,25-29,Data Scientist,Man,39176.71626648631
1240,France,1-2 years,25-29,Data Scientist,Man,1500.0
1241,Spain,3-4 years,45-49,Data Analyst,Man,55000.0
1242,Russia,1-2 years,18-21,Data Analyst,Man,39176.71626648631
1243,UK,No experience,35-39,Data Analyst,Man,55000.0
1244,Russia,No experience,55-59,Data Engineer,Man,500.0
1245,France,2-3 years,18-21,Data Engineer,Man,12500.0
1246,Sweden,4-5 years,50-54,Data Analyst,Man,112500.0
1247,Russia,Under 1 year,25-29,Data Engineer,Man,500.0
1248,Italy,4-5 years,25-29,Data Scientist,Man,35000.0
1249,Russia,No experience,25-29,Data Analyst,Woman,12500.0
1250,UK,Under 1 year,35-39,Other,Man,55000.0
1251,Poland,2-3 years,22-24,Data Engineer,Man,27500.0
1252,Germany,Under 1 year,25-29,Data Scientist,Man,45000.0
1253,Spain,5-10 years,45-49,Data Scientist,Man,55000.0
1254,Russia,Under 1 year,35-39,Data Scientist,Man,17500.0
1255,Ireland,5-10 years,30-34,Data Engineer,Man,112500.0
1256,Spain,Under 1 year,45-49,Data Analyst,Man,27500.0
1257,Spain,2-3 years,45-49,Data Engineer,Man,65000.0
1258,UK,10-20 years,50-54,Data Scientist,Man,85000.0
1259,Poland,2-3 years,18-21,Data Scientist,Man,12500.0
1260,Russia,3-4 years,40-44,Data Analyst,Man,39176.71626648631
1261,Germany,Under 1 year,30-34,Data Analyst,Man,95000.0
1262,Russia,2-3 years,50-54,Data Scientist,Man,17500.0
1263,Poland,No experience,25-29,Data Analyst,Man,27500.0
1264,Belarus,No experience,25-29,Other,Man,8750.0
1265,Italy,1-2 years,50-54,Other,Man,35000.0
1266,Russia,5-10 years,40-44,Data Scientist,Man,3500.0
1267,Russia,5-10 years,25-29,Data Scientist,Man,12500.0
1268,Russia,1-2 years,45-49,Data Engineer,Man,35000.0
1269,Ireland,2-3 years,35-39,Data Engineer,Man,112500.0
1270,Belgium,1-2 years,50-54,Other,Man,39176.71626648631
1271,Czech Republic,5-10 years,30-34,Data Engineer,Other,112500.0
1272,Russia,5-10 years,25-29,Data Engineer,Man,85000.0
1273,Germany,Under 1 year,40-44,Data Scientist,Man,85000.0
1274,Russia,Under 1 year,35-39,Data Analyst,Man,55000.0
1275,Romania,3-4 years,35-39,Data Scientist,Woman,65000.0
1276,France,Under 1 year,30-34,Data Engineer,Man,27500.0
1277,Russia,Under 1 year,25-29,Data Scientist,Man,500.0
1278,Ukraine,Under 1 year,40-44,Data Analyst,Man,17500.0
1279,Germany,Under 1 year,35-39,Data Analyst,Man,95000.0
1280,Germany,2-3 years,25-29,Data Engineer,Man,65000.0
1281,France,Under 1 year,30-34,Other,Woman,500.0
1282,France,1-2 years,55-59,Other,Man,35000.0
1283,Spain,20 or more years,40-44,Other,Woman,112500.0
1284,Russia,2-3 years,30-34,Data Scientist,Man,22500.0
1285,Netherlands,4-5 years,30-34,Data Scientist,Other,75000.0
1286,Denmark,4-5 years,55-59,Data Scientist,Man,55000.0
1287,Denmark,Under 1 year,35-39,Data Scientist,Man,85000.0
1288,Germany,3-4 years,30-34,Data Engineer,Man,2500.0
1289,Russia,Under 1 year,30-34,Data Analyst,Woman,8750.0
1290,Austria,2-3 years,25-29,Data Engineer,Man,39176.71626648631
1291,France,1-2 years,35-39,Data Engineer,Man,95000.0
1292,France,2-3 years,25-29,Data Engineer,Man,85000.0
1293,Austria,No experience,25-29,Data Analyst,Woman,17500.0
1294,UK,No experience,35-39,Other,Woman,85000.0
1295,Spain,5-10 years,35-39,Data Engineer,Man,112500.0
1296,UK,5-10 years,40-44,Data Scientist,Man,35000.0
1297,Spain,No experience,30-34,Data Engineer,Man,35000.0
1298,Russia,5-10 years,30-34,Data Analyst,Woman,95000.0
1299,UK,Under 1 year,30-34,Data Analyst,Man,55000.0
1300,Poland,Under 1 year,40-44,Data Scientist,Man,35000.0
1301,France,Under 1 year,45-49,Data Analyst,Woman,55000.0
1302,Romania,10-20 years,40-44,Data Engineer,Man,500.0
1303,Czech Republic,5-10 years,35-39,Data Engineer,Man,22500.0
1304,UK,2-3 years,35-39,Data Scientist,Man,75000.0
1305,Germany,Under 1 year,25-29,Data Scientist,Man,39176.71626648631
1306,Sweden,2-3 years,45-49,Data Analyst,Woman,95000.0
1307,Spain,10-20 years,50-54,Data Scientist,Man,2500.0
1308,Netherlands,4-5 years,30-34,Data Scientist,Man,85000.0
1309,Russia,No experience,45-49,Data Analyst,Man,1500.0
1310,Ukraine,3-4 years,30-34,Data Scientist,Man,65000.0
1311,Russia,No experience,35-39,Data Analyst,Man,1500.0
1312,Italy,2-3 years,35-39,Data Analyst,Man,45000.0
1313,Switzerland,No experience,35-39,Data Analyst,Man,500.0
1314,Belgium,1-2 years,25-29,Data Scientist,Man,27500.0
1315,UK,No experience,22-24,Other,Man,39176.71626648631
1316,Russia,No experience,25-29,Data Scientist,Man,39176.71626648631
1317,Poland,4-5 years,35-39,Data Scientist,Man,45000.0
1318,UK,Under 1 year,35-39,Data Analyst,Man,95000.0
1319,Russia,1-2 years,25-29,Other,Woman,39176.71626648631
1320,Russia,Under 1 year,25-29,Other,Man,17500.0
1321,Russia,1-2 years,22-24,Data Analyst,Woman,500.0
1322,Germany,3-4 years,25-29,Data Scientist,Woman,75000.0
1323,Russia,No experience,25-29,Other,Man,45000.0
1324,Greece,2-3 years,40-44,Data Engineer,Man,35000.0
1325,Italy,2-3 years,35-39,Data Scientist,Man,35000.0
1326,Poland,Under 1 year,30-34,Other,Man,22500.0
1327,Russia,3-4 years,30-34,Data Engineer,Man,35000.0
1328,Switzerland,5-10 years,40-44,Data Scientist,Man,112500.0
1329,Germany,5-10 years,40-44,Data Scientist,Man,112500.0
1330,Spain,Under 1 year,45-49,Data Analyst,Man,75000.0
1331,Germany,2-3 years,40-44,Data Engineer,Man,137500.0
1332,Portugal,5-10 years,40-44,Data Scientist,Man,85000.0
1333,Russia,1-2 years,25-29,Data Scientist,Man,2500.0
1334,France,5-10 years,40-44,Data Scientist,Man,39176.71626648631
1335,UK,5-10 years,35-39,Data Scientist,Man,75000.0
1336,Russia,1-2 years,25-29,Other,Man,12500.0
1337,France,Under 1 year,30-34,Other,Man,35000.0
1338,Ukraine,2-3 years,40-44,Data Analyst,Man,35000.0
1339,Italy,5-10 years,30-34,Data Scientist,Man,22500.0
1340,Germany,Under 1 year,35-39,Data Analyst,Man,95000.0
1341,Spain,1-2 years,22-24,Data Scientist,Man,27500.0
1342,Romania,10-20 years,35-39,Data Scientist,Man,17500.0
1343,Ukraine,No experience,45-49,Data Engineer,Man,4500.0
1344,Russia,Under 1 year,25-29,Data Analyst,Man,1500.0
